MsgID.LOCAL_VELOCITY,66.3330000,-5.4933147,-1.8109281,0.0009046
MsgID.GLOBAL_POSITION,0.0000000,-122.3955303,37.7932698,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-3.9500000,-1.3200000,0.0300000
MsgID.LOCAL_POSITION,66.5840000,-1.3026154,19.6949940,-2.9992461
MsgID.LOCAL_VELOCITY,66.5840000,-3.9594092,-1.3245826,0.0336628
MsgID.GLOBAL_POSITION,0.0000000,-122.3955349,37.7932616,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-2.6400000,-1.2500000,0.0500000
MsgID.LOCAL_POSITION,66.8330000,-2.2117469,19.2930260,-3.0073755
MsgID.LOCAL_VELOCITY,66.8330000,-2.6430316,-1.2528898,0.0531923
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3955415,37.7932576,3.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0400000,-2.2300000,0.1000000
MsgID.LOCAL_POSITION,67.0840000,-2.6527085,18.7038918,-3.0102539
MsgID.LOCAL_VELOCITY,67.0840000,-2.0449688,-2.2335744,0.1075111
MsgID.GLOBAL_POSITION,0.0000000,-122.3955499,37.7932538,3.0080000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4300000,-3.3200000,0.1300000
MsgID.LOCAL_POSITION,67.3340000,-3.0753796,17.9537544,-3.0087228
MsgID.LOCAL_VELOCITY,67.3340000,-1.4376895,-3.3287916,0.1318089
MsgID.GLOBAL_POSITION,0.0000000,-122.3955592,37.7932505,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8200000,-4.2900000,0.1300000
MsgID.LOCAL_POSITION,67.5830000,-3.4427409,17.1279202,-3.0073085
MsgID.LOCAL_VELOCITY,67.5830000,-0.8247696,-4.2940307,0.1380126
MsgID.GLOBAL_POSITION,0.0000000,-122.3955715,37.7932513,3.0090000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2300000,-5.1900000,0.1100000
MsgID.LOCAL_POSITION,67.8340000,-3.3602154,16.0386562,-3.0091710
